time,inquiry_id,state,product_id,direction,quantity,price
2022-Dec-18 08:09:29.860,LFNMXBFDDQ,RECEIVED,91282CFX4,BUY,1000000,0.000000
2022-Dec-18 08:09:30.362,LFNMXBFDDQ,QUOTED,91282CFX4,BUY,1000000,100.000000
2022-Dec-18 08:09:30.362,LFNMXBFDDQ,DONE,91282CFX4,BUY,1000000,100.000000
2022-Dec-18 08:09:30.864,QMDR6DN4R1,RECEIVED,91282CFX4,SELL,1000000,0.000000
2022-Dec-18 08:09:31.368,QMDR6DN4R1,QUOTED,91282CFX4,SELL,1000000,100.000000
2022-Dec-18 08:09:31.368,QMDR6DN4R1,DONE,91282CFX4,SELL,1000000,100.000000
2022-Dec-18 08:09:31.864,8AAO03ZUEB,RECEIVED,91282CFX4,BUY,1000000,0.000000
2022-Dec-18 08:09:32.367,8AAO03ZUEB,QUOTED,91282CFX4,BUY,1000000,100.000000
2022-Dec-18 08:09:32.368,8AAO03ZUEB,DONE,91282CFX4,BUY,1000000,100.000000
2022-Dec-18 08:09:32.868,MJVDMOIODA,RECEIVED,91282CFX4,SELL,1000000,0.000000
2022-Dec-18 08:09:33.373,MJVDMOIODA,QUOTED,91282CFX4,SELL,1000000,100.000000
2022-Dec-18 08:09:33.373,MJVDMOIODA,DONE,91282CFX4,SELL,1000000,100.000000
2022-Dec-18 08:09:33.872,KJOXN8MDJW,RECEIVED,91282CFX4,BUY,1000000,0.000000
2022-Dec-18 08:09:34.375,KJOXN8MDJW,QUOTED,91282CFX4,BUY,1000000,100.000000
2022-Dec-18 08:09:34.375,KJOXN8MDJW,DONE,91282CFX4,BUY,1000000,100.000000
2022-Dec-18 08:09:34.876,6TZXOZ6ZYA,RECEIVED,91282CFX4,SELL,1000000,0.000000
2022-Dec-18 08:09:35.376,6TZXOZ6ZYA,QUOTED,91282CFX4,SELL,1000000,100.000000
2022-Dec-18 08:09:35.376,6TZXOZ6ZYA,DONE,91282CFX4,SELL,1000000,100.000000
2022-Dec-18 08:09:35.878,8X57B4RIA7,RECEIVED,91282CFX4,BUY,1000000,0.000000
2022-Dec-18 08:09:36.383,8X57B4RIA7,QUOTED,91282CFX4,BUY,1000000,100.000000
2022-Dec-18 08:09:36.383,8X57B4RIA7,DONE,91282CFX4,BUY,1000000,100.000000
2022-Dec-18 08:09:36.879,WSZQYGWTYD,RECEIVED,91282CFX4,SELL,1000000,0.000000
2022-Dec-18 08:09:37.379,WSZQYGWTYD,QUOTED,91282CFX4,SELL,1000000,100.000000
2022-Dec-18 08:09:37.379,WSZQYGWTYD,DONE,91282CFX4,SELL,1000000,100.000000
2022-Dec-18 08:09:37.883,DP8SIFLMXE,RECEIVED,91282CFX4,BUY,1000000,0.000000
2022-Dec-18 08:09:38.386,DP8SIFLMXE,QUOTED,91282CFX4,BUY,1000000,100.000000
2022-Dec-18 08:09:38.386,DP8SIFLMXE,DONE,91282CFX4,BUY,1000000,100.000000
2022-Dec-18 08:09:38.886,GTKWNY2RQ5,RECEIVED,91282CFX4,SELL,1000000,0.000000
2022-Dec-18 08:09:39.389,GTKWNY2RQ5,QUOTED,91282CFX4,SELL,1000000,100.000000
2022-Dec-18 08:09:39.389,GTKWNY2RQ5,DONE,91282CFX4,SELL,1000000,100.000000
2022-Dec-18 08:09:39.889,B8QON8GP7O,RECEIVED,91282CFW6,BUY,1000000,0.000000
2022-Dec-18 08:09:40.391,B8QON8GP7O,QUOTED,91282CFW6,BUY,1000000,100.000000
2022-Dec-18 08:09:40.391,B8QON8GP7O,DONE,91282CFW6,BUY,1000000,100.000000
2022-Dec-18 08:09:40.892,H47ISMUUVC,RECEIVED,91282CFW6,SELL,1000000,0.000000
2022-Dec-18 08:09:41.393,H47ISMUUVC,QUOTED,91282CFW6,SELL,1000000,100.000000
2022-Dec-18 08:09:41.393,H47ISMUUVC,DONE,91282CFW6,SELL,1000000,100.000000
2022-Dec-18 08:09:41.892,5NVO601IIF,RECEIVED,91282CFW6,BUY,1000000,0.000000
2022-Dec-18 08:09:42.397,5NVO601IIF,QUOTED,91282CFW6,BUY,1000000,100.000000
2022-Dec-18 08:09:42.398,5NVO601IIF,DONE,91282CFW6,BUY,1000000,100.000000
2022-Dec-18 08:09:42.893,L9DGUEQPRX,RECEIVED,91282CFW6,SELL,1000000,0.000000
2022-Dec-18 08:09:43.393,L9DGUEQPRX,QUOTED,91282CFW6,SELL,1000000,100.000000
2022-Dec-18 08:09:43.393,L9DGUEQPRX,DONE,91282CFW6,SELL,1000000,100.000000
2022-Dec-18 08:09:43.896,0CV18GNXLL,RECEIVED,91282CFW6,BUY,1000000,0.000000
2022-Dec-18 08:09:44.399,0CV18GNXLL,QUOTED,91282CFW6,BUY,1000000,100.000000
2022-Dec-18 08:09:44.400,0CV18GNXLL,DONE,91282CFW6,BUY,1000000,100.000000
2022-Dec-18 08:09:44.896,AW8T0NXTDV,RECEIVED,91282CFW6,SELL,1000000,0.000000
2022-Dec-18 08:09:45.397,AW8T0NXTDV,QUOTED,91282CFW6,SELL,1000000,100.000000
2022-Dec-18 08:09:45.397,AW8T0NXTDV,DONE,91282CFW6,SELL,1000000,100.000000
2022-Dec-18 08:09:45.900,KD8BTANE0W,RECEIVED,91282CFW6,BUY,1000000,0.000000
2022-Dec-18 08:09:46.402,KD8BTANE0W,QUOTED,91282CFW6,BUY,1000000,100.000000
2022-Dec-18 08:09:46.403,KD8BTANE0W,DONE,91282CFW6,BUY,1000000,100.000000
2022-Dec-18 08:09:46.903,BV9VUQEJ57,RECEIVED,91282CFW6,SELL,1000000,0.000000
2022-Dec-18 08:09:47.407,BV9VUQEJ57,QUOTED,91282CFW6,SELL,1000000,100.000000
2022-Dec-18 08:09:47.407,BV9VUQEJ57,DONE,91282CFW6,SELL,1000000,100.000000
2022-Dec-18 08:09:47.905,NGYM8AAW5L,RECEIVED,91282CFW6,BUY,1000000,0.000000
2022-Dec-18 08:09:48.405,NGYM8AAW5L,QUOTED,91282CFW6,BUY,1000000,100.000000
2022-Dec-18 08:09:48.405,NGYM8AAW5L,DONE,91282CFW6,BUY,1000000,100.000000
2022-Dec-18 08:09:48.907,49INJHZN5S,RECEIVED,91282CFW6,SELL,1000000,0.000000
2022-Dec-18 08:09:49.409,49INJHZN5S,QUOTED,91282CFW6,SELL,1000000,100.000000
2022-Dec-18 08:09:49.409,49INJHZN5S,DONE,91282CFW6,SELL,1000000,100.000000
2022-Dec-18 08:09:49.909,BT4N5U86FR,RECEIVED,91282CFZ9,BUY,1000000,0.000000
2022-Dec-18 08:09:50.410,BT4N5U86FR,QUOTED,91282CFZ9,BUY,1000000,100.000000
2022-Dec-18 08:09:50.410,BT4N5U86FR,DONE,91282CFZ9,BUY,1000000,100.000000
2022-Dec-18 08:09:50.914,BRA4WOLIC2,RECEIVED,91282CFZ9,SELL,1000000,0.000000
2022-Dec-18 08:09:51.418,BRA4WOLIC2,QUOTED,91282CFZ9,SELL,1000000,100.000000
2022-Dec-18 08:09:51.418,BRA4WOLIC2,DONE,91282CFZ9,SELL,1000000,100.000000
2022-Dec-18 08:09:51.919,301I0PW55V,RECEIVED,91282CFZ9,BUY,1000000,0.000000
2022-Dec-18 08:09:52.423,301I0PW55V,QUOTED,91282CFZ9,BUY,1000000,100.000000
2022-Dec-18 08:09:52.423,301I0PW55V,DONE,91282CFZ9,BUY,1000000,100.000000
2022-Dec-18 08:09:52.923,OQOIO7V0T4,RECEIVED,91282CFZ9,SELL,1000000,0.000000
2022-Dec-18 08:09:53.423,OQOIO7V0T4,QUOTED,91282CFZ9,SELL,1000000,100.000000
2022-Dec-18 08:09:53.423,OQOIO7V0T4,DONE,91282CFZ9,SELL,1000000,100.000000
2022-Dec-18 08:09:53.924,E4PHYG6JJK,RECEIVED,91282CFZ9,BUY,1000000,0.000000
2022-Dec-18 08:09:54.428,E4PHYG6JJK,QUOTED,91282CFZ9,BUY,1000000,100.000000
2022-Dec-18 08:09:54.428,E4PHYG6JJK,DONE,91282CFZ9,BUY,1000000,100.000000
2022-Dec-18 08:09:54.925,EYA7CWOGJF,RECEIVED,91282CFZ9,SELL,1000000,0.000000
2022-Dec-18 08:09:55.429,EYA7CWOGJF,QUOTED,91282CFZ9,SELL,1000000,100.000000
2022-Dec-18 08:09:55.430,EYA7CWOGJF,DONE,91282CFZ9,SELL,1000000,100.000000
2022-Dec-18 08:09:55.929,7LGITAP8SD,RECEIVED,91282CFZ9,BUY,1000000,0.000000
2022-Dec-18 08:09:56.434,7LGITAP8SD,QUOTED,91282CFZ9,BUY,1000000,100.000000
2022-Dec-18 08:09:56.434,7LGITAP8SD,DONE,91282CFZ9,BUY,1000000,100.000000
2022-Dec-18 08:09:56.929,KQ7MVW9F8J,RECEIVED,91282CFZ9,SELL,1000000,0.000000
2022-Dec-18 08:09:57.433,KQ7MVW9F8J,QUOTED,91282CFZ9,SELL,1000000,100.000000
2022-Dec-18 08:09:57.434,KQ7MVW9F8J,DONE,91282CFZ9,SELL,1000000,100.000000
2022-Dec-18 08:09:57.934,VTUQX9CH76,RECEIVED,91282CFZ9,BUY,1000000,0.000000
2022-Dec-18 08:09:58.438,VTUQX9CH76,QUOTED,91282CFZ9,BUY,1000000,100.000000
2022-Dec-18 08:09:58.438,VTUQX9CH76,DONE,91282CFZ9,BUY,1000000,100.000000
2022-Dec-18 08:09:58.935,BGRC4UX2PT,RECEIVED,91282CFZ9,SELL,1000000,0.000000
2022-Dec-18 08:09:59.438,BGRC4UX2PT,QUOTED,91282CFZ9,SELL,1000000,100.000000
2022-Dec-18 08:09:59.438,BGRC4UX2PT,DONE,91282CFZ9,SELL,1000000,100.000000
2022-Dec-18 08:09:59.939,21URHKUD1V,RECEIVED,91282CFY2,BUY,1000000,0.000000
2022-Dec-18 08:10:00.439,21URHKUD1V,QUOTED,91282CFY2,BUY,1000000,100.000000
2022-Dec-18 08:10:00.439,21URHKUD1V,DONE,91282CFY2,BUY,1000000,100.000000
2022-Dec-18 08:10:00.939,942C3BPMD9,RECEIVED,91282CFY2,SELL,1000000,0.000000
2022-Dec-18 08:10:01.443,942C3BPMD9,QUOTED,91282CFY2,SELL,1000000,100.000000
2022-Dec-18 08:10:01.443,942C3BPMD9,DONE,91282CFY2,SELL,1000000,100.000000
2022-Dec-18 08:10:01.942,JPJC9E386M,RECEIVED,91282CFY2,BUY,1000000,0.000000
2022-Dec-18 08:10:02.447,JPJC9E386M,QUOTED,91282CFY2,BUY,1000000,100.000000
2022-Dec-18 08:10:02.447,JPJC9E386M,DONE,91282CFY2,BUY,1000000,100.000000
2022-Dec-18 08:10:02.947,QQ6XLC6JQB,RECEIVED,91282CFY2,SELL,1000000,0.000000
2022-Dec-18 08:10:03.448,QQ6XLC6JQB,QUOTED,91282CFY2,SELL,1000000,100.000000
2022-Dec-18 08:10:03.448,QQ6XLC6JQB,DONE,91282CFY2,SELL,1000000,100.000000
2022-Dec-18 08:10:03.952,5TDYGDLHBC,RECEIVED,91282CFY2,BUY,1000000,0.000000
2022-Dec-18 08:10:04.456,5TDYGDLHBC,QUOTED,91282CFY2,BUY,1000000,100.000000
2022-Dec-18 08:10:04.456,5TDYGDLHBC,DONE,91282CFY2,BUY,1000000,100.000000
2022-Dec-18 08:10:04.957,QOQTJFFR59,RECEIVED,91282CFY2,SELL,1000000,0.000000
2022-Dec-18 08:10:05.458,QOQTJFFR59,QUOTED,91282CFY2,SELL,1000000,100.000000
2022-Dec-18 08:10:05.458,QOQTJFFR59,DONE,91282CFY2,SELL,1000000,100.000000
2022-Dec-18 08:10:05.962,IIAK7PM1JM,RECEIVED,91282CFY2,BUY,1000000,0.000000
2022-Dec-18 08:10:06.463,IIAK7PM1JM,QUOTED,91282CFY2,BUY,1000000,100.000000
2022-Dec-18 08:10:06.463,IIAK7PM1JM,DONE,91282CFY2,BUY,1000000,100.000000
2022-Dec-18 08:10:06.963,IB9OHW3GVI,RECEIVED,91282CFY2,SELL,1000000,0.000000
2022-Dec-18 08:10:07.469,IB9OHW3GVI,QUOTED,91282CFY2,SELL,1000000,100.000000
2022-Dec-18 08:10:07.469,IB9OHW3GVI,DONE,91282CFY2,SELL,1000000,100.000000
2022-Dec-18 08:10:07.965,B4T1RCZ0RB,RECEIVED,91282CFY2,BUY,1000000,0.000000
2022-Dec-18 08:10:08.469,B4T1RCZ0RB,QUOTED,91282CFY2,BUY,1000000,100.000000
2022-Dec-18 08:10:08.469,B4T1RCZ0RB,DONE,91282CFY2,BUY,1000000,100.000000
2022-Dec-18 08:10:08.969,2IWPTCSADL,RECEIVED,91282CFY2,SELL,1000000,0.000000
2022-Dec-18 08:10:09.474,2IWPTCSADL,QUOTED,91282CFY2,SELL,1000000,100.000000
2022-Dec-18 08:10:09.474,2IWPTCSADL,DONE,91282CFY2,SELL,1000000,100.000000
2022-Dec-18 08:10:09.970,RDVYE7PGZY,RECEIVED,91282CFV8,BUY,1000000,0.000000
2022-Dec-18 08:10:10.472,RDVYE7PGZY,QUOTED,91282CFV8,BUY,1000000,100.000000
2022-Dec-18 08:10:10.472,RDVYE7PGZY,DONE,91282CFV8,BUY,1000000,100.000000
2022-Dec-18 08:10:10.974,K0CIAHX0AA,RECEIVED,91282CFV8,SELL,1000000,0.000000
2022-Dec-18 08:10:11.476,K0CIAHX0AA,QUOTED,91282CFV8,SELL,1000000,100.000000
2022-Dec-18 08:10:11.476,K0CIAHX0AA,DONE,91282CFV8,SELL,1000000,100.000000
2022-Dec-18 08:10:11.978,XOGGGO9WBW,RECEIVED,91282CFV8,BUY,1000000,0.000000
2022-Dec-18 08:10:12.481,XOGGGO9WBW,QUOTED,91282CFV8,BUY,1000000,100.000000
2022-Dec-18 08:10:12.481,XOGGGO9WBW,DONE,91282CFV8,BUY,1000000,100.000000
2022-Dec-18 08:10:12.984,5R2KM42JFK,RECEIVED,91282CFV8,SELL,1000000,0.000000
2022-Dec-18 08:10:13.488,5R2KM42JFK,QUOTED,91282CFV8,SELL,1000000,100.000000
2022-Dec-18 08:10:13.488,5R2KM42JFK,DONE,91282CFV8,SELL,1000000,100.000000
2022-Dec-18 08:10:13.989,NP6CUXQYXG,RECEIVED,91282CFV8,BUY,1000000,0.000000
2022-Dec-18 08:10:14.491,NP6CUXQYXG,QUOTED,91282CFV8,BUY,1000000,100.000000
2022-Dec-18 08:10:14.491,NP6CUXQYXG,DONE,91282CFV8,BUY,1000000,100.000000
2022-Dec-18 08:10:14.989,DUL6XQ3JM0,RECEIVED,91282CFV8,SELL,1000000,0.000000
2022-Dec-18 08:10:15.490,DUL6XQ3JM0,QUOTED,91282CFV8,SELL,1000000,100.000000
2022-Dec-18 08:10:15.490,DUL6XQ3JM0,DONE,91282CFV8,SELL,1000000,100.000000
2022-Dec-18 08:10:15.989,BD52VITRWN,RECEIVED,91282CFV8,BUY,1000000,0.000000
2022-Dec-18 08:10:16.494,BD52VITRWN,QUOTED,91282CFV8,BUY,1000000,100.000000
2022-Dec-18 08:10:16.494,BD52VITRWN,DONE,91282CFV8,BUY,1000000,100.000000
2022-Dec-18 08:10:16.990,5IMAX7ISHH,RECEIVED,91282CFV8,SELL,1000000,0.000000
2022-Dec-18 08:10:17.495,5IMAX7ISHH,QUOTED,91282CFV8,SELL,1000000,100.000000
2022-Dec-18 08:10:17.495,5IMAX7ISHH,DONE,91282CFV8,SELL,1000000,100.000000
2022-Dec-18 08:10:17.995,YTK2OKZGXL,RECEIVED,91282CFV8,BUY,1000000,0.000000
2022-Dec-18 08:10:18.499,YTK2OKZGXL,QUOTED,91282CFV8,BUY,1000000,100.000000
2022-Dec-18 08:10:18.499,YTK2OKZGXL,DONE,91282CFV8,BUY,1000000,100.000000
2022-Dec-18 08:10:18.997,XXC2JIE9SU,RECEIVED,91282CFV8,SELL,1000000,0.000000
2022-Dec-18 08:10:19.500,XXC2JIE9SU,QUOTED,91282CFV8,SELL,1000000,100.000000
2022-Dec-18 08:10:19.500,XXC2JIE9SU,DONE,91282CFV8,SELL,1000000,100.000000
2022-Dec-18 08:10:20.002,E2KCBBNMUT,RECEIVED,912810TM0,BUY,1000000,0.000000
2022-Dec-18 08:10:20.507,E2KCBBNMUT,QUOTED,912810TM0,BUY,1000000,100.000000
2022-Dec-18 08:10:20.507,E2KCBBNMUT,DONE,912810TM0,BUY,1000000,100.000000
2022-Dec-18 08:10:21.007,0GBSB2OZS0,RECEIVED,912810TM0,SELL,1000000,0.000000
2022-Dec-18 08:10:21.510,0GBSB2OZS0,QUOTED,912810TM0,SELL,1000000,100.000000
2022-Dec-18 08:10:21.510,0GBSB2OZS0,DONE,912810TM0,SELL,1000000,100.000000
2022-Dec-18 08:10:22.009,G2D85M1TAY,RECEIVED,912810TM0,BUY,1000000,0.000000
2022-Dec-18 08:10:22.510,G2D85M1TAY,QUOTED,912810TM0,BUY,1000000,100.000000
2022-Dec-18 08:10:22.511,G2D85M1TAY,DONE,912810TM0,BUY,1000000,100.000000
2022-Dec-18 08:10:23.010,GUL2KW2W30,RECEIVED,912810TM0,SELL,1000000,0.000000
2022-Dec-18 08:10:23.510,GUL2KW2W30,QUOTED,912810TM0,SELL,1000000,100.000000
2022-Dec-18 08:10:23.510,GUL2KW2W30,DONE,912810TM0,SELL,1000000,100.000000
2022-Dec-18 08:10:24.012,SKUER3S0H3,RECEIVED,912810TM0,BUY,1000000,0.000000
2022-Dec-18 08:10:24.512,SKUER3S0H3,QUOTED,912810TM0,BUY,1000000,100.000000
2022-Dec-18 08:10:24.512,SKUER3S0H3,DONE,912810TM0,BUY,1000000,100.000000
2022-Dec-18 08:10:25.012,7P9NQ941FN,RECEIVED,912810TM0,SELL,1000000,0.000000
2022-Dec-18 08:10:25.512,7P9NQ941FN,QUOTED,912810TM0,SELL,1000000,100.000000
2022-Dec-18 08:10:25.512,7P9NQ941FN,DONE,912810TM0,SELL,1000000,100.000000
2022-Dec-18 08:10:26.014,P91YXPWMNY,RECEIVED,912810TM0,BUY,1000000,0.000000
2022-Dec-18 08:10:26.517,P91YXPWMNY,QUOTED,912810TM0,BUY,1000000,100.000000
2022-Dec-18 08:10:26.518,P91YXPWMNY,DONE,912810TM0,BUY,1000000,100.000000
2022-Dec-18 08:10:27.017,2HEOQP7DZQ,RECEIVED,912810TM0,SELL,1000000,0.000000
2022-Dec-18 08:10:27.518,2HEOQP7DZQ,QUOTED,912810TM0,SELL,1000000,100.000000
2022-Dec-18 08:10:27.518,2HEOQP7DZQ,DONE,912810TM0,SELL,1000000,100.000000
2022-Dec-18 08:10:28.020,DBAISH22P3,RECEIVED,912810TM0,BUY,1000000,0.000000
2022-Dec-18 08:10:28.522,DBAISH22P3,QUOTED,912810TM0,BUY,1000000,100.000000
2022-Dec-18 08:10:28.522,DBAISH22P3,DONE,912810TM0,BUY,1000000,100.000000
2022-Dec-18 08:10:29.024,TPOORRTTPC,RECEIVED,912810TM0,SELL,1000000,0.000000
2022-Dec-18 08:10:29.524,TPOORRTTPC,QUOTED,912810TM0,SELL,1000000,100.000000
2022-Dec-18 08:10:29.524,TPOORRTTPC,DONE,912810TM0,SELL,1000000,100.000000
2022-Dec-18 08:10:30.026,VW2KGFLP7V,RECEIVED,912810TL2,BUY,1000000,0.000000
2022-Dec-18 08:10:30.530,VW2KGFLP7V,QUOTED,912810TL2,BUY,1000000,100.000000
2022-Dec-18 08:10:30.530,VW2KGFLP7V,DONE,912810TL2,BUY,1000000,100.000000
2022-Dec-18 08:10:31.026,HNH6N8XE6S,RECEIVED,912810TL2,SELL,1000000,0.000000
2022-Dec-18 08:10:31.531,HNH6N8XE6S,QUOTED,912810TL2,SELL,1000000,100.000000
2022-Dec-18 08:10:31.531,HNH6N8XE6S,DONE,912810TL2,SELL,1000000,100.000000
2022-Dec-18 08:10:32.029,RMIQD4943T,RECEIVED,912810TL2,BUY,1000000,0.000000
2022-Dec-18 08:10:32.530,RMIQD4943T,QUOTED,912810TL2,BUY,1000000,100.000000
2022-Dec-18 08:10:32.530,RMIQD4943T,DONE,912810TL2,BUY,1000000,100.000000
2022-Dec-18 08:10:33.034,2IX3USBYEX,RECEIVED,912810TL2,SELL,1000000,0.000000
2022-Dec-18 08:10:33.538,2IX3USBYEX,QUOTED,912810TL2,SELL,1000000,100.000000
2022-Dec-18 08:10:33.538,2IX3USBYEX,DONE,912810TL2,SELL,1000000,100.000000
2022-Dec-18 08:10:34.038,NZKF9KDB8H,RECEIVED,912810TL2,BUY,1000000,0.000000
2022-Dec-18 08:10:34.542,NZKF9KDB8H,QUOTED,912810TL2,BUY,1000000,100.000000
2022-Dec-18 08:10:34.542,NZKF9KDB8H,DONE,912810TL2,BUY,1000000,100.000000
2022-Dec-18 08:10:35.042,7HT8BZR96D,RECEIVED,912810TL2,SELL,1000000,0.000000
2022-Dec-18 08:10:35.547,7HT8BZR96D,QUOTED,912810TL2,SELL,1000000,100.000000
2022-Dec-18 08:10:35.547,7HT8BZR96D,DONE,912810TL2,SELL,1000000,100.000000
2022-Dec-18 08:10:36.044,6QJCULBIBS,RECEIVED,912810TL2,BUY,1000000,0.000000
2022-Dec-18 08:10:36.547,6QJCULBIBS,QUOTED,912810TL2,BUY,1000000,100.000000
2022-Dec-18 08:10:36.547,6QJCULBIBS,DONE,912810TL2,BUY,1000000,100.000000
2022-Dec-18 08:10:37.044,BJ7M014FY5,RECEIVED,912810TL2,SELL,1000000,0.000000
2022-Dec-18 08:10:37.547,BJ7M014FY5,QUOTED,912810TL2,SELL,1000000,100.000000
2022-Dec-18 08:10:37.547,BJ7M014FY5,DONE,912810TL2,SELL,1000000,100.000000
2022-Dec-18 08:10:38.048,4UJWH6ABVS,RECEIVED,912810TL2,BUY,1000000,0.000000
2022-Dec-18 08:10:38.550,4UJWH6ABVS,QUOTED,912810TL2,BUY,1000000,100.000000
2022-Dec-18 08:10:38.550,4UJWH6ABVS,DONE,912810TL2,BUY,1000000,100.000000
2022-Dec-18 08:10:39.051,1O7SMUSEAC,RECEIVED,912810TL2,SELL,1000000,0.000000
2022-Dec-18 08:10:39.552,1O7SMUSEAC,QUOTED,912810TL2,SELL,1000000,100.000000
2022-Dec-18 08:10:39.552,1O7SMUSEAC,DONE,912810TL2,SELL,1000000,100.000000
